mode	paramCurves	correct	avgTime	ratio	perImprov	avgFST3	avgFST4
3+n	0.4	0.9827586206896552	2.692525579000176	0.9762410659787438	0.0237589340212561	35	2
3+n	0.4	0.9385964912280702	3.57929526199996	0.9791246760439928	0.0208753239560072	26	6
3+n	0.4	0.9830508474576272	2.7947402939998938	0.9659447824574304	0.0340552175425696	33	3
3+n	0.4	0.9649122807017544	2.8884045690001585	0.9715911401034552	0.0284088598965447	31	3
3+n	0.4	0.9736842105263158	2.6944422900000973	0.9737829851626636	0.0262170148373365	30	3
3+n	0.4	0.9915254237288136	3.366402027999812	0.9743549556829316	0.0256450443170683	33	3
3+n	0.4	0.9913793103448276	2.495177087999764	0.9664425184132984	0.0335574815867016	36	3
3+n	0.4	0.9649122807017544	2.3578019790002145	0.9768504854857004	0.0231495145142996	25	4
3+n	0.4	0.9739130434782608	2.8140966820001267	0.9723572086136232	0.0276427913863767	30	3
3+n	0.4	0.9829059829059827	2.336697181999625	0.9826500020107894	0.0173499979892105	25	3
3+n	0.4	0.9824561403508772	3.8665911909997694	0.9770474140037232	0.0229525859962769	31	3
3+n	0.4	0.9565217391304348	2.535512117000053	0.9777575307678807	0.0222424692321191	31	3
3+n	0.4	0.9736842105263158	3.8037532960001954	0.9765333574365566	0.0234666425634434	27	2
3+n	0.4	0.9557522123893806	1.994207827000082	0.9790764088585276	0.0209235911414723	31	3
3+n	0.4	0.982608695652174	2.40236330200014	0.9748171019678502	0.0251828980321497	34	2
3+n	0.4	0.9565217391304348	3.178409637999721	0.97808634447487	0.0219136555251301	26	5
3+n	0.4	0.956896551724138	2.788085011000021	0.9817946095104336	0.0182053904895664	23	7
3+n	0.4	0.956140350877193	2.01515715000005	0.9771827607273034	0.0228172392726966	23	6
3+n	0.4	0.982608695652174	3.1383011170000827	0.9749190652316388	0.0250809347683611	29	4
3+n	0.4	0.9661016949152542	2.921718677000172	0.9730261581627816	0.0269738418372184	33	4
3+n	0.4	0.9741379310344828	2.04228158900014	0.9791737704615692	0.0208262295384308	24	4
3+n	0.4	0.9655172413793104	3.6021830839999893	0.97342359513405	0.0265764048659499	29	3
3+n	0.4	0.9565217391304348	2.65752365599974	0.967686893454164	0.032313106545836	24	6
3+n	0.4	0.9741379310344828	3.689862348000133	0.9713652098160463	0.0286347901839535	28	4
3+n	0.4	0.9830508474576272	2.191243870000108	0.9692855937917864	0.0307144062082136	27	6
3+n	0.4	0.9649122807017544	2.651305536999644	0.9795316137613488	0.0204683862386513	31	2
3+n	0.4	0.9824561403508772	3.506421187000342	0.975659448419154	0.0243405515808459	29	3
3+n	0.4	0.9829059829059827	4.32722761199966	0.9783447296932948	0.0216552703067052	28	4
3+n	0.4	0.9565217391304348	2.033063304999814	0.9800926363749322	0.0199073636250678	32	3
3+n	0.4	0.9646017699115044	3.2136098290002337	0.9682522908909584	0.0317477091090416	27	5
3+n	0.4	0.9557522123893806	1.8360398680001708	0.9730193058729502	0.0269806941270498	26	8
3+n	0.4	0.9565217391304348	1.9143238689998725	0.977663794715561	0.022336205284439	32	4
3+n	0.4	0.9658119658119658	3.2360023979999823	0.9781702018244784	0.0218297981755216	29	5
3+n	0.4	0.9829059829059827	4.047083503000067	0.9773859313553028	0.022614068644697	32	2
3+n	0.4	0.9565217391304348	1.408637366000221	0.9831761648198408	0.016823835180159	24	4
3+n	0.4	0.9652173913043478	2.2034385179999845	0.972690233950142	0.0273097660498581	32	3
3+n	0.4	0.9741379310344828	3.062413625999852	0.972192535070951	0.0278074649290489	27	5
3+n	0.4	0.9658119658119658	1.494139405000169	0.9773300281495318	0.0226699718504681	26	5
3+n	0.4	1.0	1.7397950479999054	0.9728736220428634	0.0271263779571365	34	0
3+n	0.4	0.9830508474576272	2.338091349000024	0.9782283479859056	0.0217716520140944	31	4
3+n	0.4	0.9478260869565216	2.868864676000157	0.9794872319391944	0.0205127680608054	22	6
3+n	0.4	0.9473684210526316	1.955431793000116	0.9707185271043156	0.0292814728956845	30	6
3+n	0.4	0.9745762711864406	4.144984048999959	0.9771004934779174	0.0228995065220826	32	5
3+n	0.4	0.9401709401709402	2.5069303269997363	0.9740484344007398	0.0259515655992601	31	7
3+n	0.4	0.9576271186440678	3.362620220000281	0.9741001644450644	0.0258998355549356	33	5
3+n	0.4	0.9482758620689656	3.233080394999888	0.976386517312752	0.023613482687248	28	7
3+n	0.4	0.9652173913043478	0.9943272529999376	0.9782426889520895	0.0217573110479104	30	2
3+n	0.4	0.956896551724138	1.2761081069998	0.9634638757981914	0.0365361242018086	28	6
3+n	0.4	0.9743589743589745	3.646783482000046	0.9733427377331132	0.0266572622668866	30	4
3+n	0.4	0.9741379310344828	3.6238204840001353	0.9756634057009528	0.0243365942990472	31	4
3+n	0.4	0.9396551724137931	2.025246331999824	0.9648018280361956	0.0351981719638042	26	8
3+n	0.4	0.9473684210526316	1.896848403000149	0.9730264498496516	0.0269735501503485	28	5
3+n	0.4	0.956896551724138	1.9660994930000013	0.9741369046268188	0.0258630953731812	30	5
3+n	0.4	0.9829059829059827	2.89975695000021	0.97348563889838	0.0265143611016199	30	2
3+n	0.4	0.9576271186440678	3.2481619589998445	0.9730012857695276	0.0269987142304725	29	5
3+n	0.4	0.9739130434782608	2.430113935999998	0.9791391054383078	0.0208608945616921	25	5
3+n	0.4	0.9391304347826088	3.501046733000294	0.9756389466653675	0.0243610533346324	24	7
3+n	0.4	0.9557522123893806	2.039595116000328	0.9706048628039128	0.0293951371960873	31	3
3+n	0.4	0.9557522123893806	4.478494982000029	0.9726680345559188	0.0273319654440811	32	5
3+n	0.4	0.9821428571428572	3.3603191010001865	0.9746053836515876	0.0253946163484124	32	3
3+n	0.4	0.9824561403508772	3.230403526999908	0.9782494542689428	0.021750545731057	30	3
3+n	0.4	0.9391304347826088	2.8442875850000746	0.9758156239298776	0.0241843760701224	23	8
3+n	0.4	0.9658119658119658	3.3950732719999905	0.971320065789668	0.0286799342103321	27	7
3+n	0.4	0.9824561403508772	2.793894202000047	0.971939759038037	0.028060240961963	32	2
3+n	0.4	0.991304347826087	3.0937961950003228	0.9746405428758916	0.0253594571241082	39	0
3+n	0.4	0.9734513274336284	4.101342396999826	0.9759412785349082	0.0240587214650918	29	4
3+n	0.4	0.9649122807017544	3.8690961990000687	0.9742101684662864	0.0257898315337136	30	3
3+n	0.4	0.982608695652174	3.239741446000153	0.9709653564930576	0.0290346435069422	35	1
3+n	0.4	0.9745762711864406	2.455493648000356	0.981644554833704	0.0183554451662959	33	4
3+n	0.4	0.9736842105263158	2.7866267529998368	0.9758279474630448	0.0241720525369552	24	3
3+n	0.4	0.982608695652174	3.026803168999777	0.9721517706975776	0.0278482293024224	32	2
3+n	0.4	0.9482758620689656	2.7896069999997053	0.9745175063052354	0.0254824936947646	28	5
3+n	0.4	0.9823008849557522	2.7748478200001045	0.97344808054756	0.02655191945244	33	2
3+n	0.4	0.9823008849557522	3.422236008999789	0.9777592717297152	0.0222407282702846	27	2
3+n	0.4	0.9829059829059827	3.819414444999893	0.970290773415643	0.029709226584357	33	2
3+n	0.4	0.991304347826087	2.3088774819998434	0.9675720703016047	0.0324279296983952	31	4
3+n	0.6	0.9827586206896552	3.259030194999923	0.9786820384224684	0.0213179615775315	34	3
3+n	0.6	0.991304347826087	3.071120227999927	0.98096668397837	0.01903331602163	33	1
3+n	0.6	0.9829059829059827	2.310626683000009	0.9781799051165434	0.0218200948834565	26	3
3+n	0.6	0.956896551724138	3.4899968919999083	0.9749800423576236	0.0250199576423763	32	4
3+n	0.6	0.9652173913043478	3.580669064000176	0.97826721907473	0.0217327809252698	25	6
3+n	0.6	0.9732142857142856	3.64597648400013	0.9795215899667622	0.0204784100332378	34	3
3+n	0.6	0.9736842105263158	3.623529704999783	0.9771077991247928	0.0228922008752072	31	3
3+n	0.6	0.9576271186440678	2.3850783870002488	0.979279746003834	0.020720253996166	25	6
3+n	0.6	0.9565217391304348	3.201060335999955	0.9588965383198236	0.0411034616801763	26	4
3+n	0.6	0.9829059829059827	3.749356449000061	0.9755186238275076	0.0244813761724923	36	3
3+n	0.6	0.9487179487179488	1.9551177180001105	0.9782953785062388	0.0217046214937612	24	7
3+n	0.6	0.9736842105263158	1.5129452520000086	0.9852017755330584	0.0147982244669416	28	3
3+n	0.6	0.9829059829059827	3.5826440749997346	0.9778924675258251	0.0221075324741747	34	2
3+n	0.6	0.981981981981982	4.139801205999902	0.9773459621817664	0.0226540378182336	36	1
3+n	0.6	0.9745762711864406	4.657782883999971	0.976776895933926	0.023223104066074	30	4
3+n	0.6	0.9741379310344828	2.573440264000056	0.9786153809968297	0.0213846190031704	31	3
3+n	0.6	0.9652173913043478	3.7551524919999792	0.9776998789554489	0.0223001210445512	31	3
3+n	0.6	0.9652173913043478	3.4638479249997545	0.9700450008831568	0.029954999116843	29	3
3+n	0.6	0.9655172413793104	3.326394782999614	0.9710628427966208	0.0289371572033791	23	5
3+n	0.6	0.956896551724138	2.798879143999784	0.976465107748249	0.0235348922517509	27	8
3+n	0.6	0.956896551724138	2.200145781999709	0.9797760885967508	0.0202239114032491	26	5
3+n	0.6	0.9913793103448276	2.232878751000044	0.9666234071324582	0.0333765928675418	34	2
3+n	0.6	0.9829059829059827	2.6963824310000746	0.9743083882334048	0.0256916117665952	33	2
3+n	0.6	0.9658119658119658	1.7497501650000231	0.9818559278405846	0.0181440721594153	32	3
3+n	0.6	0.9741379310344828	1.4442212930002825	0.9789591030336432	0.0210408969663568	34	2
3+n	0.6	0.9473684210526316	2.7904847669997253	0.9822670921703368	0.017732907829663	28	5
3+n	0.6	0.9830508474576272	2.2259094639998693	0.9625690031996644	0.0374309968003356	36	2
3+n	0.6	0.982608695652174	2.576942006000081	0.974597811733562	0.025402188266438	31	3
3+n	0.6	0.9734513274336284	3.108651990999988	0.9771402068012844	0.0228597931987155	30	2
3+n	0.6	0.9741379310344828	3.2143847570000617	0.9775301673736386	0.0224698326263613	32	3
3+n	0.6	0.9913793103448276	1.5476348709999002	0.9698945200457316	0.0301054799542684	35	3
3+n	0.6	0.9739130434782608	2.006418984999982	0.9792701395497104	0.0207298604502896	26	4
3+n	0.6	0.9739130434782608	2.246610213000168	0.9722269264661838	0.0277730735338161	30	3
3+n	0.6	0.9829059829059827	2.2232294800001	0.9846693188319112	0.0153306811680887	25	3
3+n	0.6	0.9736842105263158	4.16856672799986	0.979505254729786	0.0204947452702141	30	3
3+n	0.6	0.9565217391304348	2.9370377010000084	0.9802670567092344	0.0197329432907655	31	3
3+n	0.6	0.9736842105263158	3.865624373999708	0.9779238183017772	0.0220761816982228	28	2
3+n	0.6	0.9557522123893806	2.6627554230003625	0.982055202064622	0.017944797935378	31	3
3+n	0.6	0.982608695652174	1.923309510999843	0.9788470685564644	0.0211529314435355	32	2
3+n	0.6	0.956896551724138	2.730216893000033	0.9814851256413216	0.0185148743586783	25	5
3+n	0.6	0.956896551724138	2.131418596000003	0.9832780651159364	0.0167219348840634	24	7
3+n	0.6	0.956140350877193	1.4872623619999104	0.9808566582373304	0.0191433417626697	22	6
3+n	0.6	0.9736842105263158	3.7198392099999182	0.9798829937001208	0.0201170062998793	29	3
3+n	0.6	0.9576271186440678	2.977202242000203	0.9615068290935296	0.0384931709064704	32	5
3+n	0.6	0.9741379310344828	2.0700742320000245	0.9813863892240922	0.0186136107759078	24	4
3+n	0.6	0.9743589743589745	2.4394353890002094	0.968150209270919	0.031849790729081	30	3
3+n	0.6	0.9478260869565216	4.35004587100002	0.9622603633592548	0.0377396366407453	26	6
3+n	0.6	0.9741379310344828	2.45133153200004	0.9768055096400216	0.0231944903599784	27	4
3+n	0.6	0.9745762711864406	2.4970168289996764	0.9745722104669996	0.0254277895330004	27	6
3+n	0.6	0.9736842105263158	1.7990901059997668	0.9823956510520933	0.0176043489479067	31	2
3+n	0.6	0.9734513274336284	3.5941087199998947	0.9780718689981502	0.0219281310018497	28	3
3+n	0.6	0.9741379310344828	2.138786841000183	0.9829032372026526	0.0170967627973473	28	3
3+n	0.6	0.9652173913043478	2.991938038999706	0.9816024046750462	0.0183975953249537	31	2
3+n	0.6	0.9736842105263158	3.0319189100000585	0.9722678748560812	0.0277321251439188	30	4
3+n	0.6	0.9557522123893806	3.7433043790001648	0.9748029445718782	0.0251970554281217	27	8
3+n	0.6	0.9565217391304348	3.093553669999892	0.9775217609344028	0.0224782390655973	32	4
3+n	0.6	0.9572649572649572	3.5226399279999896	0.980778737039158	0.019221262960842	29	5
3+n	0.6	0.9914529914529916	3.616744800000106	0.979760771266882	0.0202392287331181	32	2
3+n	0.6	0.9655172413793104	2.85938347299998	0.9846565339731028	0.015343466026897	25	4
3+n	0.6	0.9652173913043478	2.9190900950002288	0.9731673753364282	0.0268326246635718	33	3
3+n	0.6	0.9741379310344828	2.354993809000007	0.9768373283520388	0.0231626716479611	25	5
3+n	0.6	0.9661016949152542	2.7187737809999817	0.9793987463358004	0.0206012536641997	26	5
3+n	0.6	0.991304347826087	1.728995988999941	0.978669876540918	0.021330123459082	31	1
3+n	0.6	0.9830508474576272	2.680940576000012	0.9805496782559776	0.0194503217440222	31	4
3+n	0.6	0.9473684210526316	3.1796171590003723	0.9826407451494364	0.0173592548505635	21	6
3+n	0.6	0.9557522123893806	2.030964296000093	0.9753652419084116	0.0246347580915885	31	5
3+n	0.6	0.9743589743589745	3.946504004999952	0.9717540633295708	0.0282459366704292	32	5
3+n	0.6	0.9487179487179488	3.277246475000084	0.9672615333910763	0.0327384666089235	30	7
3+n	0.6	0.9576271186440678	2.88621339600013	0.9770077031242542	0.0229922968757457	33	5
3+n	0.6	0.9482758620689656	2.890446173000328	0.982084994637404	0.017915005362596	28	7
3+n	0.6	0.9652173913043478	1.7298879139998462	0.980810311169239	0.0191896888307609	30	2
3+n	0.6	0.9478260869565216	3.342900391000057	0.9696685886968026	0.0303314113031973	26	7
3+n	0.6	0.9658119658119658	3.036345303999952	0.9756223601516018	0.0243776398483982	30	4
3+n	0.6	0.9741379310344828	2.867227660000026	0.9782840477313312	0.0217159522686688	30	4
3+n	0.6	0.9482758620689656	3.054608034000012	0.969541020989322	0.030458979010678	29	6
3+n	0.6	0.956140350877193	2.47463641000013	0.9779132308431768	0.0220867691568231	28	4
3+n	0.6	0.956896551724138	4.761375615999896	0.9772665663594788	0.0227334336405212	29	5
3+n	0.6	0.9914529914529916	2.6232350320001387	0.9744148056239492	0.0255851943760507	30	2
3+n	0.6	0.9576271186440678	4.250451552999948	0.9771854648302156	0.0228145351697843	29	5
3+n	0.6	0.9739130434782608	2.0446026990002792	0.9815885860891816	0.0184114139108183	27	5
3+n	0.6	0.9304347826086956	2.614184310999917	0.9788599659228898	0.0211400340771101	23	7
3+n	0.6	0.9464285714285714	3.2778315530003965	0.9735898489198608	0.0264101510801391	31	3
3+n	0.6	0.9646017699115044	3.512536301000182	0.9758495948974816	0.0241504051025183	34	4
3+n	0.6	0.9732142857142856	3.283579516999908	0.9698252776690476	0.0301747223309524	31	3
3+n	0.6	0.982608695652174	4.318337463000262	0.9803461183207434	0.0196538816792566	30	3
3+n	0.6	0.9391304347826088	3.659947336000186	0.978163645226532	0.021836354773468	23	8
3+n	0.6	0.9658119658119658	2.920801067999946	0.9781112335961624	0.0218887664038377	28	6
3+n	0.6	0.982608695652174	3.42037382100034	0.9744708442998706	0.0255291557001293	32	2
3+n	0.6	0.991304347826087	4.28056238299996	0.968104788306041	0.031895211693959	37	0
3+n	0.6	0.9734513274336284	4.234028061000117	0.9787391378184268	0.0212608621815733	29	4
3+n	0.6	0.982608695652174	3.172859032999895	0.9751562883773216	0.0248437116226785	33	2
3+n	0.6	0.982608695652174	3.9091497759995946	0.974276839902168	0.025723160097832	35	1
3+n	0.6	0.9745762711864406	2.3191987340001106	0.9831498443563624	0.0168501556436375	33	4
3+n	0.6	0.9649122807017544	1.5806447290001415	0.979177510102673	0.020822489897327	25	3
3+n	0.6	0.982608695652174	3.5195650129999194	0.9780339102963292	0.0219660897036708	33	1
3+n	0.6	0.9396551724137931	3.2746738910000204	0.976180402488832	0.0238195975111679	28	6
3+n	0.6	0.9734513274336284	2.797665256999608	0.9763981688137536	0.0236018311862462	31	3
3+n	0.6	0.9732142857142856	3.932794584000021	0.9809766417075044	0.0190233582924954	26	2
3+n	0.6	0.9741379310344828	4.698957446999884	0.9752410269093786	0.0247589730906213	31	2
3+n	0.6	0.9736842105263158	2.889830388000064	0.9711821607716628	0.0288178392283372	31	4
3+n	0.8	0.9741379310344828	5.522332438999911	0.9819767504574956	0.0180232495425044	34	3
3+n	0.8	0.991304347826087	3.780239132000133	0.9837895027905068	0.0162104972094933	33	1
3+n	0.8	0.9741379310344828	2.419668182999885	0.9814663540785667	0.0185336459214331	26	3
3+n	0.8	0.9576271186440678	4.910130896999817	0.9786982805367298	0.0213017194632701	32	5
3+n	0.8	0.9652173913043478	2.7354287909997765	0.979909594696038	0.020090405303962	26	6
3+n	0.8	0.9732142857142856	3.8594632169997567	0.9830064282695548	0.0169935717304452	33	3
3+n	0.8	0.9734513274336284	2.204280667000148	0.9808660979796744	0.0191339020203256	30	3
3+n	0.8	0.9572649572649572	4.183051071000136	0.9822093764181078	0.0177906235818922	25	6
3+n	0.8	0.9565217391304348	4.442900828999882	0.9410051249167508	0.0589948750832493	26	4
3+n	0.8	0.9829059829059827	4.513115324999944	0.9791834332458886	0.0208165667541113	36	3
3+n	0.8	0.9487179487179488	3.1362652000002527	0.9812485301236604	0.0187514698763394	24	7
3+n	0.8	0.9736842105263158	3.0948642989997097	0.9874970648493718	0.0125029351506281	28	3
3+n	0.8	0.9914529914529916	3.720141029000388	0.9811945141948704	0.0188054858051295	34	1
3+n	0.8	0.981981981981982	3.792900857999939	0.9808552466594892	0.0191447533405109	35	1
3+n	0.8	0.9743589743589745	2.7868135869998696	0.9808151643950952	0.0191848356049046	30	3
3+n	0.8	0.9741379310344828	3.112342914000237	0.9818590784217612	0.0181409215782387	31	3
3+n	0.8	0.9739130434782608	2.8313962219999667	0.980742203555168	0.0192577964448319	31	3
3+n	0.8	0.9652173913043478	4.142835371000274	0.9520793443425064	0.0479206556574934	29	3
3+n	0.8	0.9741379310344828	2.529881693000334	0.9527247316226424	0.0472752683773576	23	5
3+n	0.8	0.9482758620689656	3.649494771999798	0.9800409775781692	0.0199590224218306	27	8
3+n	0.8	0.9655172413793104	2.741656550999778	0.98256831719206	0.0174316828079399	25	5
3+n	0.8	0.9913793103448276	4.413718473000245	0.9458949944100744	0.0541050055899255	33	2
3+n	0.8	0.9829059829059827	2.3927260039999965	0.9788078654589872	0.0211921345410127	33	2
3+n	0.8	0.9658119658119658	3.30769082300003	0.9487228497234022	0.0512771502765978	33	3
3+n	0.8	0.9741379310344828	2.3536107599998104	0.982308006094692	0.0176919939053079	33	2
3+n	0.8	0.9473684210526316	3.1340628670000115	0.9849570408061004	0.0150429591938995	28	5
3+n	0.8	0.9915254237288136	3.1934766250001303	0.9458574205710364	0.0541425794289637	36	2
3+n	0.8	0.991304347826087	2.709847716999775	0.9783902421247224	0.0216097578752775	31	3
3+n	0.8	0.9646017699115044	3.628701107000325	0.9801985147013744	0.0198014852986254	30	2
3+n	0.8	0.9655172413793104	6.589085989000068	0.9807709312277	0.0192290687723	32	3
3+n	0.8	0.9741379310344828	3.2068203560002075	0.9740655070090646	0.0259344929909354	35	3
3+n	0.8	0.9652173913043478	3.860552846000246	0.9822860216348442	0.0177139783651557	26	4
3+n	0.8	0.9739130434782608	3.28467462899971	0.9776660694844048	0.0223339305155952	30	3
3+n	0.8	0.9829059829059827	3.2352366019999863	0.987042329115526	0.0129576708844738	25	3
3+n	0.8	0.9736842105263158	3.7784604710000167	0.9825335355501614	0.0174664644498385	30	3
3+n	0.8	0.9652173913043478	3.2786371140000483	0.9831603379841948	0.0168396620158051	31	3
3+n	0.8	0.9736842105263158	3.859519318999901	0.9812395396667613	0.0187604603332387	28	2
3+n	0.8	0.9557522123893806	2.8597579120000773	0.9490266420345008	0.0509733579654991	31	3
3+n	0.8	0.9823008849557522	3.3808730370001285	0.982256836210481	0.017743163789519	32	1
3+n	0.8	0.956896551724138	4.314369502999853	0.9843693469629926	0.0156306530370073	25	5
3+n	0.8	0.9655172413793104	2.7059490540000297	0.985916747902956	0.0140832520970439	23	7
3+n	0.8	0.9649122807017544	2.2320521070000723	0.9836747726803332	0.0163252273196669	22	6
3+n	0.8	0.9739130434782608	3.9091566590000175	0.9829163168979532	0.0170836831020466	30	3
3+n	0.8	0.9745762711864406	2.63097975799974	0.9426483390833847	0.0573516609166151	32	5
3+n	0.8	0.9652173913043478	2.897668165999676	0.9841039867173044	0.0158960132826956	24	4
3+n	0.8	0.9829059829059827	3.9244421400003375	0.9488889146259712	0.0511110853740288	30	3
3+n	0.8	0.9391304347826088	4.170335076999891	0.9457549704258924	0.0542450295741077	26	6
3+n	0.8	0.9655172413793104	3.370860942000036	0.9802959866575968	0.0197040133424033	27	4
3+n	0.8	0.9661016949152542	2.9722033269999883	0.9783584050946538	0.0216415949053462	26	6
3+n	0.8	0.9736842105263158	3.390145349999784	0.9847456076897546	0.0152543923102453	31	2
3+n	0.8	0.9824561403508772	4.821336217999942	0.9597709282813296	0.0402290717186705	29	3
3+n	0.8	0.9741379310344828	2.4100589459999355	0.9853162529957762	0.0146837470042238	28	3
3+n	0.8	0.9652173913043478	4.632272389999798	0.984594562283648	0.0154054377163519	32	2
3+n	0.8	0.9736842105263158	5.203456613000071	0.9763867488756424	0.0236132511243575	29	4
3+n	0.8	0.9464285714285714	4.045008424999651	0.9794125840532856	0.0205874159467144	26	8
3+n	0.8	0.9375	3.4665329149997888	0.9808298599657608	0.0191701400342392	33	3
3+n	0.8	0.9572649572649572	3.9806950060001327	0.9494075631541922	0.0505924368458078	30	5
3+n	0.8	0.9741379310344828	3.1138471829999617	0.9827988761848948	0.017201123815105	31	2
3+n	0.8	0.9565217391304348	2.361596995999662	0.9872676721261792	0.0127323278738208	24	4
3+n	0.8	0.9652173913043478	4.250792752000052	0.9789068381895714	0.0210931618104286	33	3
3+n	0.8	0.9478260869565216	3.6080133929999647	0.9799766247187454	0.0200233752812546	25	5
3+n	0.8	0.9576271186440678	4.556474073999652	0.9821576136924552	0.0178423863075448	26	5
3+n	0.8	1.0	2.167126994000228	0.963207033527478	0.036792966472522	31	1
3+n	0.8	0.9829059829059827	2.959612584999832	0.983404047682196	0.0165959523178038	31	4
3+n	0.8	0.9473684210526316	3.5005723919998672	0.9850800710336282	0.0149199289663718	21	6
3+n	0.8	0.9375	2.3298946159998195	0.979714971782885	0.0202850282171149	28	6
3+n	0.8	0.9829059829059827	3.971725148000132	0.9501222891624967	0.0498777108375032	32	5
3+n	0.8	0.9396551724137931	2.6971967270001187	0.9802425030057338	0.0197574969942662	29	7
3+n	0.8	0.9830508474576272	2.861426975000086	0.9807652257033076	0.0192347742966922	34	4
3+n	0.8	0.9482758620689656	4.200375281000106	0.9564080627425382	0.0435919372574618	27	8
3+n	0.8	0.982608695652174	1.57033406499977	0.9838210010496768	0.0161789989503231	30	2
3+n	0.8	0.9304347826086956	3.954139308999856	0.9740716873957986	0.0259283126042013	26	7
3+n	0.8	0.9572649572649572	3.1277939169999627	0.9791808385983228	0.0208191614016772	30	4
3+n	0.8	0.9741379310344828	2.406103773999803	0.9814238872566748	0.0185761127433252	31	4
3+n	0.8	0.9487179487179488	4.275222130000202	0.9747108226990664	0.0252891773009336	28	6
3+n	0.8	0.956140350877193	3.131467506000263	0.9813374250506264	0.0186625749493737	27	4
3+n	0.8	0.9741379310344828	3.964253344000099	0.9803904120133676	0.0196095879866322	29	5
3+n	0.8	1.0	3.368783569000243	0.9786359373553274	0.0213640626446726	31	2
3+n	0.8	0.9745762711864406	3.59925432	0.9807020137424376	0.0192979862575625	30	4
3+n	0.8	0.9478260869565216	1.6138488249998773	0.9842255369304124	0.0157744630695877	27	5
3+n	0.8	0.9391304347826088	4.622924004999732	0.9815492841227104	0.0184507158772896	24	7
3+n	0.8	0.9464285714285714	4.8170797879997735	0.9793444263239492	0.0206555736760507	30	3
3+n	0.8	0.9646017699115044	4.734546260000116	0.9792719299655088	0.0207280700344911	34	4
3+n	0.8	0.9732142857142856	3.526776811000218	0.9499243197527713	0.0500756802472287	31	3
3+n	0.8	0.9649122807017544	2.8974029629998768	0.9839190991608678	0.0160809008391321	29	3
3+n	0.8	0.9649122807017544	5.563328757999898	0.980995913455786	0.0190040865442139	27	5
3+n	0.8	0.9572649572649572	3.6731394260000334	0.981315673679758	0.0186843263202418	27	6
3+n	0.8	0.982608695652174	3.750162587999968	0.978110765224979	0.021889234775021	32	2
3+n	0.8	0.991304347826087	4.019268201000159	0.9487280238181528	0.0512719761818473	37	0
3+n	0.8	0.9732142857142856	3.465566750999642	0.9818793825341406	0.0181206174658593	29	4
3+n	0.8	0.9736842105263158	2.876519933999589	0.979922136462932	0.0200778635370678	32	2
3+n	0.8	0.9736842105263158	4.376606871000149	0.9781123825542176	0.0218876174457824	34	1
3+n	0.8	0.9745762711864406	3.758376619000046	0.9848797934306864	0.0151202065693135	33	4
3+n	0.8	0.9649122807017544	2.0626195929999085	0.9823167131807258	0.0176832868192742	25	3
3+n	0.8	0.982608695652174	3.873977409999952	0.9812202973139604	0.0187797026860395	33	1
3+n	0.8	0.9391304347826088	4.169684484999834	0.9796496297496816	0.0203503702503184	27	6
3+n	0.8	0.9734513274336284	3.045036539999728	0.9439695723692016	0.0560304276307984	32	3
3+n	0.8	0.963963963963964	3.832407138000235	0.9836914771619072	0.0163085228380927	26	2
3+n	0.8	0.9741379310344828	4.528623276999952	0.9786173890057877	0.0213826109942123	31	2
3+n	0.8	0.9736842105263158	3.832073174000016	0.9754302088054534	0.0245697911945466	31	4
3+n	0.9	0.9652173913043478	4.55868836100035	0.9842151411369184	0.0157848588630816	34	3
3+n	0.9	0.9912280701754386	3.394146970999828	0.9861618319815614	0.0138381680184386	33	1
3+n	0.9	0.9827586206896552	3.146814251999785	0.983798546436998	0.016201453563002	26	3
3+n	0.9	0.9661016949152542	4.839146127999811	0.9813371831846412	0.0186628168153587	34	4
3+n	0.9	0.9565217391304348	3.681965932999901	0.9830504133125384	0.0169495866874617	26	6
3+n	0.9	0.9732142857142856	3.575210674000118	0.9851696545902392	0.0148303454097606	33	3
3+n	0.9	0.9646017699115044	3.611400060000051	0.9831686374493308	0.016831362550669	30	3
3+n	0.9	0.9745762711864406	3.5035773469999185	0.9282281872936264	0.0717718127063734	26	6
3+n	0.9	0.9652173913043478	4.067650077000053	0.9240878956604968	0.0759121043395032	27	3
3+n	0.9	0.9829059829059827	3.5748217589998603	0.981798732530551	0.0182012674694489	36	3
3+n	0.9	0.9401709401709402	2.831898845000069	0.9834333278824092	0.0165666721175908	24	7
3+n	0.9	0.9736842105263158	2.777181542000108	0.9893176413728396	0.0106823586271604	27	3
3+n	0.9	0.9829059829059827	5.265016695000213	0.9834514092800444	0.0165485907199555	33	2
3+n	0.9	0.972972972972973	3.204630089000148	0.9833036735403444	0.0166963264596555	35	1
3+n	0.9	0.9745762711864406	4.354064089000076	0.9830336386828228	0.0169663613171771	29	4
3+n	0.9	0.9827586206896552	4.320299233999776	0.984113106827901	0.015886893172099	30	3
3+n	0.9	0.9739130434782608	3.89610784100023	0.931399759294855	0.068600240705145	31	3
3+n	0.9	0.9652173913043478	3.2504193039999336	0.9346409080303196	0.0653590919696803	29	3
3+n	0.9	0.9655172413793104	3.136655459999929	0.9354073056313772	0.0645926943686229	23	5
3+n	0.9	0.956896551724138	4.321020010000211	0.9828820819956096	0.0171179180043904	28	7
3+n	0.9	0.956896551724138	3.2640839420000702	0.9845165028094476	0.0154834971905524	26	5
3+n	0.9	1.0	4.527943200000209	0.9268332039013296	0.0731667960986705	35	1
