mode	paramCurves	correct	avgTime	ratio	perImprov	avgFST3	avgFST4
3+1	0.6	1.0	0.0014095920000727	0.8529863272394532	0.1470136727605467	1	0
3+1	0.6	1.0	0.0014167199997245	0.85491548080861	0.1450845191913899	1	0
3+1	0.6	1.0	0.0014472910002041	0.8521232522609362	0.1478767477390637	1	0
3+1	0.6	1.0	0.0017428609999114	0.8517304882818385	0.1482695117181615	1	0
3+1	0.6	1.0	0.0013072410001768	0.8521796900846118	0.1478203099153882	1	0
3+1	0.6	1.0	0.0022843529995952	0.8534675970799038	0.1465324029200961	1	0
3+1	0.6	1.0	0.0014331110000966	0.8534097247171026	0.1465902752828973	1	0
3+1	0.6	1.0	0.0016252710001936	0.8568233388871649	0.1431766611128351	1	0
3+1	0.6	1.0	0.0017154509996544	0.8522292418585281	0.1477707581414719	1	0
3+1	0.6	1.0	0.0014291610000327	0.8526524295211174	0.1473475704788825	1	0
3+1	0.6	1.0	0.001419450999947	0.8584814934983501	0.1415185065016498	1	0
3+1	0.6	1.0	0.0014384410001184	0.8553467299617276	0.1446532700382724	1	0
3+1	0.6	1.0	0.0014123709997875	0.8567661490323806	0.1432338509676194	1	0
3+1	0.6	1.0	0.0012891300002593	0.8522915598820988	0.1477084401179011	1	0
3+1	0.6	1.0	0.0014115419999143	0.8541246383496541	0.1458753616503458	1	0
3+1	0.6	1.0	0.0014629899997089	0.8523976756383171	0.1476023243616828	1	0
3+1	0.6	1.0	0.0013860400003977	0.8528977748032274	0.1471022251967726	1	0
3+1	0.6	1.0	0.0013901810002607	0.855139981501868	0.144860018498132	1	0
3+1	0.6	1.0	0.0018547110003055	0.8552324199451805	0.1447675800548195	1	0
3+1	0.6	1.0	0.0012421899996297	0.8558424585894926	0.1441575414105074	1	0
3+1	0.6	1.0	0.0027014620000045	0.8529956201918599	0.14700437980814	1	0
3+1	0.6	1.0	0.0014420610000343	0.8523242108843891	0.1476757891156108	1	0
3+1	0.6	1.0	0.0014492809996227	0.8528893653615977	0.1471106346384023	1	0
3+1	0.6	1.0	0.0014271710001594	0.8564959956919611	0.1435040043080389	1	0
3+1	0.6	1.0	0.0014256119998208	0.8539827463185886	0.1460172536814113	1	0
3+1	0.6	1.0	0.0014250399999582	0.8521941487097751	0.1478058512902249	1	0
3+1	0.6	1.0	0.001697280999906	0.8530315438584979	0.1469684561415021	1	0
3+1	0.6	1.0	0.0018044809999082	0.8530500790071485	0.1469499209928515	1	0
3+1	0.6	1.0	0.0014206310002009	0.8526041412270682	0.1473958587729318	1	0
3+1	0.6	1.0	0.0014319809997687	0.8546682959629208	0.1453317040370791	1	0
3+1	0.6	1.0	0.0014158909998513	0.8539764205520337	0.1460235794479663	1	0
3+1	0.6	1.0	0.0015004010001575	0.851575337380293	0.148424662619707	1	0
3+1	0.6	1.0	0.0013142409998181	0.8549450993774216	0.1450549006225784	1	0
3+1	0.6	1.0	0.001424111000233	0.8525402222652887	0.1474597777347113	1	0
3+1	0.6	1.0	0.0014003609999235	0.8574838524938501	0.1425161475061499	1	0
3+1	0.6	1.0	0.0014216509998732	0.8528620616060056	0.1471379383939943	1	0
3+1	0.6	1.0	0.00143263200016	0.8525312321520063	0.1474687678479936	1	0
3+1	0.6	1.0	0.0014102019999882	0.8535696957207021	0.1464303042792979	1	0
3+1	0.6	1.0	0.0021580419997917	0.8527813209563226	0.1472186790436773	1	0
3+1	0.6	1.0	0.0014717620001647	0.8521629114492455	0.1478370885507545	1	0
3+1	0.6	1.0	0.001408561000062	0.8536509197574583	0.1463490802425416	1	0
3+1	0.6	1.0	0.0014715409997734	0.8516643131789328	0.1483356868210672	1	0
3+1	0.6	1.0	0.0014086609999139	0.8555398874243317	0.1444601125756682	1	0
3+1	0.6	1.0	0.0014340009997795	0.8521112375384753	0.1478887624615247	1	0
3+1	0.6	1.0	0.0014564210000571	0.8525234483276832	0.1474765516723167	1	0
3+1	0.6	1.0	0.0012883110002803	0.853861930625508	0.146138069374492	1	0
3+1	0.6	1.0	0.0016478310003549	0.8535052607343365	0.1464947392656634	1	0
3+1	0.6	1.0	0.001425800999641	0.8554302415294207	0.1445697584705793	1	0
3+1	0.6	1.0	0.0014520519998768	0.8573455749472528	0.1426544250527471	1	0
3+1	0.6	1.0	0.0017316710000159	0.8572335833490404	0.1427664166509595	1	0
3+1	0.6	1.0	0.0014173909999044	0.8535428452292356	0.1464571547707643	1	0
3+1	0.8	1.0	0.0018106509996869	0.8361983371606269	0.1638016628393731	1	0
3+1	0.8	1.0	0.0014268109998738	0.8370036128105967	0.1629963871894033	1	0
3+1	0.8	1.0	0.0014896609995957	0.8364754820960744	0.1635245179039256	1	0
3+1	0.8	1.0	0.0018034509998869	0.8414198902580292	0.1585801097419708	1	0
3+1	0.8	1.0	0.0014520810000249	0.8353223465048896	0.1646776534951104	1	0
3+1	0.8	1.0	0.001422500999979	0.8363837289805007	0.1636162710194992	1	0
3+1	0.8	1.0	0.001405201000125	0.836410272045774	0.163589727954226	1	0
3+1	0.8	1.0	0.0014235110002118	0.8357708263078226	0.1642291736921773	1	0
3+1	0.8	1.0	0.0014114609998614	0.8360664180117086	0.1639335819882914	1	0
3+1	0.8	1.0	0.0014521510001941	0.8363820158141927	0.1636179841858073	1	0
3+1	0.8	1.0	0.0014128009997875	0.8364828690526761	0.1635171309473239	1	0
3+1	0.8	1.0	0.0013858109996363	0.837763059900455	0.162236940099545	1	0
3+1	0.8	1.0	0.0018416020002405	0.8365155964317552	0.1634844035682447	1	0
3+1	0.8	1.0	0.0017740920002324	0.8383017517651158	0.1616982482348842	1	0
3+1	0.8	1.0	0.0014199409997672	0.837147437362037	0.162852562637963	1	0
3+1	0.8	1.0	0.0014028400000825	0.8371939299887535	0.1628060700112464	1	0
3+1	0.8	1.0	0.0018092610002895	0.8381439542612293	0.1618560457387706	1	0
3+1	0.8	1.0	0.0014372210002875	0.8355084107302572	0.1644915892697428	1	0
3+1	0.8	1.0	0.0017921609996847	0.8365099535782036	0.1634900464217964	1	0
3+1	0.8	1.0	0.0014069710000512	0.8369271857526391	0.1630728142473608	1	0
3+1	0.8	1.0	0.0017809709997891	0.8385078353012231	0.1614921646987769	1	0
3+1	0.8	1.0	0.0014506009997603	0.8364407451168593	0.1635592548831407	1	0
3+1	0.8	1.0	0.0018195319998994	0.8365957192755105	0.1634042807244895	1	0
3+1	0.8	1.0	0.0017759319998731	0.8387498093589177	0.1612501906410822	1	0
3+1	0.8	1.0	0.0017134820000137	0.8368284304545741	0.1631715695454259	1	0
3+1	0.8	1.0	0.0014349009998113	0.8362124573119372	0.1637875426880628	1	0
3+1	0.8	1.0	0.0017687019999357	0.8385734098977129	0.1614265901022871	1	0
3+1	0.8	1.0	0.0017706209996504	0.8359767407608941	0.1640232592391058	1	0
3+1	0.8	1.0	0.0014612220002163	0.8386734437275407	0.1613265562724593	1	0
3+1	0.8	1.0	0.0014271009999902	0.837406300222906	0.162593699777094	1	0
3+1	0.8	1.0	0.0014342120002766	0.8386551100607573	0.1613448899392426	1	0
3+1	0.8	1.0	0.0013901510001232	0.8357984850543996	0.1642015149456004	1	0
3+1	0.8	1.0	0.0014128419998087	0.8387157363069023	0.1612842636930976	1	0
3+1	0.8	1.0	0.0018922620001831	0.8355960686818691	0.1644039313181309	1	0
3+1	0.8	1.0	0.0014043710002624	0.8381069311685035	0.1618930688314964	1	0
3+1	0.8	1.0	0.0014883009998811	0.8371742581094577	0.1628257418905423	1	0
3+1	0.8	1.0	0.0014039809998394	0.8376344878143829	0.1623655121856171	1	0
3+1	0.8	1.0	0.0013840410001648	0.8355660704888855	0.1644339295111144	1	0
3+1	0.8	1.0	0.0014359599999806	0.8367846339898104	0.1632153660101896	1	0
3+1	0.8	1.0	0.0014031720002094	0.8368813881875756	0.1631186118124243	1	0
3+1	0.8	1.0	0.0018478020001566	0.8362783719196197	0.1637216280803802	1	0
3+1	0.8	1.0	0.0017255710004064	0.8357088616081789	0.164291138391821	1	0
3+1	0.8	1.0	0.0014142210002319	0.8369995039923357	0.1630004960076643	1	0
3+1	0.8	1.0	0.0014144109995868	0.8371000130003327	0.1628999869996673	1	0
3+1	0.8	1.0	0.0013964509998913	0.8372395604226456	0.1627604395773544	1	0
3+1	0.8	1.0	0.001471851000133	0.8372558337665792	0.1627441662334208	1	0
3+1	0.8	1.0	0.0017069410000658	0.8367007749035572	0.1632992250964428	1	0
3+1	0.8	1.0	0.0013958009999441	0.8362712400730572	0.1637287599269428	1	0
3+1	0.8	1.0	0.0014318910002657	0.8385950474726359	0.1614049525273641	1	0
3+1	0.8	1.0	0.0014205120000951	0.8364197341382319	0.1635802658617681	1	0
3+1	0.8	1.0	0.0015294910003831	0.8371913517251267	0.1628086482748733	1	0
3+1	0.8	1.0	0.0017098110001825	0.8364094308461387	0.1635905691538612	1	0
3+1	0.8	1.0	0.0024265490001198	0.8355633579529972	0.1644366420470028	1	0
3+1	0.8	1.0	0.0023803419999239	0.8359378478659465	0.1640621521340535	1	0
3+1	0.8	1.0	0.0018193829996562	0.8366944629718739	0.1633055370281261	1	0
3+1	0.8	1.0	0.0014271510003709	0.8365968706174618	0.1634031293825382	1	0
3+1	0.8	1.0	0.0014084310000725	0.8388104992098234	0.1611895007901765	1	0
3+1	0.8	1.0	0.0018798010000864	0.8356387949883962	0.1643612050116037	1	0
3+1	0.8	1.0	0.001877352000065	0.835574270858828	0.164425729141172	1	0
3+1	0.8	1.0	0.0014255010000852	0.839338236420868	0.1606617635791319	1	0
3+1	0.8	1.0	0.0014291910001702	0.8375649648871817	0.1624350351128183	1	0
3+1	0.8	1.0	0.0014227320002646	0.8379870806064681	0.1620129193935319	1	0
3+1	0.8	1.0	0.0014139310001155	0.835499708386338	0.1645002916136619	1	0
3+1	0.8	1.0	0.0014475610000772	0.8371092624594695	0.1628907375405305	1	0
3+1	0.8	1.0	0.0014456909998443	0.8358806473010413	0.1641193526989587	1	0
3+1	0.8	1.0	0.0015396019998661	0.8363818197121458	0.1636181802878542	1	0
3+1	0.8	1.0	0.0014487409998764	0.8375261921887568	0.1624738078112432	1	0
3+1	0.8	1.0	0.0018172009999943	0.8375410350296042	0.1624589649703958	1	0
3+1	0.8	1.0	0.001832080999975	0.8374844854455857	0.1625155145544142	1	0
3+1	0.8	1.0	0.0013958609997644	0.8362123149818547	0.1637876850181453	1	0
3+1	0.8	1.0	0.0014228519999051	0.8355572468107911	0.1644427531892088	1	0
3+1	0.8	1.0	0.001440970999738	0.8361298007968344	0.1638701992031656	1	0
3+1	0.8	1.0	0.0014077209998504	0.8378368725962761	0.1621631274037238	1	0
3+1	0.8	1.0	0.0014574910001101	0.8366080751149712	0.1633919248850288	1	0
3+1	0.8	1.0	0.0013993610000397	0.835870058464023	0.164129941535977	1	0
3+1	0.8	1.0	0.0014446519999182	0.836524442812181	0.163475557187819	1	0
3+1	0.8	1.0	0.0018173920002482	0.8360582041653828	0.1639417958346172	1	0
3+1	0.8	1.0	0.0018423920000714	0.8355460485470332	0.1644539514529668	1	0
3+1	0.8	1.0	0.0015045019999888	0.8367995164701165	0.1632004835298834	1	0
3+1	0.8	1.0	0.0013860409999324	0.8363806233776863	0.1636193766223137	1	0
3+1	0.8	1.0	0.0017991209997489	0.8357203927034452	0.1642796072965547	1	0
3+1	0.8	1.0	0.0016928110003391	0.83753785294027	0.16246214705973	1	0
3+1	0.8	1.0	0.0014057510002203	0.8361517315774228	0.1638482684225771	1	0
3+1	0.8	1.0	0.0014123619998827	0.8384795069718303	0.1615204930281697	1	0
3+1	0.8	1.0	0.0014282309998634	0.8361308852175712	0.1638691147824288	1	0
3+1	0.8	1.0	0.0013985309997224	0.8356959820334201	0.1643040179665799	1	0
3+1	0.8	1.0	0.001421792000201	0.8367400116366617	0.1632599883633383	1	0
3+1	0.8	1.0	0.0013980009998704	0.8361117901859506	0.1638882098140494	1	0
3+1	0.8	1.0	0.0014416110002457	0.8363021703695288	0.1636978296304712	1	0
3+1	0.8	1.0	0.0014220009998098	0.8367501720573985	0.1632498279426014	1	0
3+1	0.8	1.0	0.0013746610002272	0.8354688255651177	0.1645311744348823	1	0
3+1	0.8	1.0	0.0014065509999454	0.8376825525731243	0.1623174474268757	1	0
3+1	0.8	1.0	0.0013986809999551	0.8357835064827087	0.1642164935172912	1	0
3+1	0.8	1.0	0.0014815009999438	0.8359989520041664	0.1640010479958336	1	0
3+1	0.8	1.0	0.001860482000211	0.8363848671345646	0.1636151328654354	1	0
3+1	0.8	1.0	0.0017511920000288	0.8368551830577753	0.1631448169422247	1	0
3+1	0.8	1.0	0.0017807419999371	0.8376915401663841	0.1623084598336158	1	0
3+1	0.8	1.0	0.0014041009999345	0.8383201432289322	0.1616798567710677	1	0
3+1	0.8	1.0	0.0018200819999947	0.8381331904165715	0.1618668095834284	1	0
3+1	0.8	1.0	0.0014177309999467	0.8367222561853981	0.1632777438146019	1	0
3+1	0.9	1.0	0.0021163119999982	0.8218287892797006	0.1781712107202994	1	0
3+1	0.9	1.0	0.0019044609998672	0.822574536633517	0.177425463366483	1	0
3+1	0.9	1.0	0.0018133809999199	0.8222525349126244	0.1777474650873756	1	0
3+1	0.9	1.0	0.0018989310001416	0.8253294707768335	0.1746705292231665	1	0
3+1	0.9	1.0	0.0019083919996774	0.8215462754582875	0.1784537245417125	1	0
3+1	0.9	1.0	0.001859451999735	0.8220240750708603	0.1779759249291397	1	0
3+1	0.9	1.0	0.0018491109999558	0.8222800288165598	0.1777199711834401	1	0
3+1	0.9	1.0	0.0019599420002123	0.8217645432143966	0.1782354567856033	1	0
3+1	0.9	1.0	0.0018912110003839	0.8218471916017037	0.1781528083982962	1	0
3+1	0.9	1.0	0.0018370520001553	0.8220618830948737	0.1779381169051263	1	0
3+1	0.9	1.0	0.0018647010001586	0.8222802808186263	0.1777197191813737	1	0
3+1	0.9	1.0	0.0018415829999867	0.8228566872249993	0.1771433127750007	1	0
3+1	0.9	1.0	0.0018344320001233	0.8221732416049308	0.1778267583950692	1	0
3+1	0.9	1.0	0.0018277609997312	0.8233474376225188	0.1766525623774811	1	0
3+1	0.9	1.0	0.0019226630001867	0.8224412241495438	0.1775587758504562	1	0
3+1	0.9	1.0	0.0018662420002328	0.8226774757585291	0.1773225242414708	1	0
3+1	0.9	1.0	0.0019142119999742	0.8235475122485542	0.1764524877514458	1	0
3+1	0.9	1.0	0.0018667409999579	0.8214654031913513	0.1785345968086487	1	0
3+1	0.9	1.0	0.0019556819997887	0.8220835704784578	0.1779164295215421	1	0
3+1	0.9	1.0	0.0019524320000527	0.8223728214454997	0.1776271785545002	1	0
3+1	0.9	1.0	0.0018345620001127	0.8232099852217046	0.1767900147782953	1	0
3+1	0.9	1.0	0.0019076709995715	0.822133293395092	0.177866706604908	1	0
3+1	0.9	1.0	0.0019443010000941	0.8221472701760185	0.1778527298239814	1	0
3+1	0.9	1.0	0.0018874510001296	0.8236561201569356	0.1763438798430644	1	0
