mode	numPoints	correct	avgTime	ratio	perImprov	avgFST3	avgFST4
3+Precise	50	1.0	0.315529897	0.973117419335198	0.0268825806648019	11	0
3+Precise	50	1.0	0.0288608769999996	0.9785653169413168	0.0214346830586831	11	0
3+Precise	50	0.9761904761904762	0.4127848809999999	0.978260602202568	0.0217393977974319	10	0
3+Precise	50	0.9487179487179488	0.0342358330000003	0.9652403964923698	0.0347596035076301	15	0
3+Precise	50	0.9487179487179488	0.0308766990000002	0.9799762372475403	0.0200237627524595	10	0
3+Precise	50	1.0	0.030013378	0.977142230512568	0.0228577694874321	13	0
3+Precise	50	1.0	0.2437220139999998	0.969432385874099	0.030567614125901	14	0
3+Precise	50	0.9743589743589745	0.0308210190000002	0.981404998651924	0.0185950013480761	13	0
3+Precise	50	0.975609756097561	0.0351474150000004	0.965749727789889	0.034250272210111	12	0
3+Precise	50	1.0	0.3484687590000002	0.9657666606989276	0.0342333393010724	12	0
3+Precise	50	1.0	0.3999101839999999	0.9804774752344024	0.0195225247655976	11	0
3+Precise	50	0.925	0.4183051689999999	0.969879525870399	0.0301204741296009	15	0
3+Precise	50	1.0	0.3886255400000005	0.9776562529217744	0.0223437470782256	14	0
3+Precise	50	1.0	0.0671134049999997	0.9737761825430792	0.0262238174569209	14	0
3+Precise	50	1.0	0.3964017330000002	0.9720056708962108	0.0279943291037891	13	0
3+Precise	50	1.0	0.6130809130000001	0.974114607817275	0.025885392182725	13	0
3+Precise	50	1.0	0.0316168199999999	0.9750117091220436	0.0249882908779564	13	0
3+Precise	50	1.0	0.2345611039999999	0.9755896703009906	0.0244103296990093	12	0
3+Precise	50	1.0	0.4245174089999999	0.9674186101617168	0.032581389838283	13	0
3+Precise	50	1.0	0.241115938	0.9619722679208303	0.0380277320791695	13	0
3+Precise	50	1.0	0.2608166870000001	0.967587257898466	0.032412742101534	15	0
3+Precise	50	1.0	0.0353263549999995	0.9696392933335668	0.0303607066664333	14	0
3+Precise	50	1.0	0.2491258749999998	0.9634250470137996	0.0365749529862002	13	0
3+Precise	50	1.0	0.2559798109999995	0.965597962636126	0.0344020373638739	15	0
3+Precise	50	0.9761904761904762	0.0320842609999996	0.9609961781904088	0.0390038218095912	14	0
3+Precise	50	0.9736842105263158	0.0346851329999999	0.9743467060221946	0.0256532939778053	12	0
3+Precise	50	1.0	0.2331112409999995	0.9725406711282713	0.0274593288717288	14	0
3+Precise	50	0.975609756097561	0.0345788129999995	0.9718302127935188	0.0281697872064811	14	0
3+Precise	50	1.0	0.2402461019999986	0.9683602031157806	0.0316397968842193	15	0
3+Precise	50	1.0	0.4443267169999991	0.9684030419558652	0.0315969580441348	14	0
3+Precise	50	1.0	0.2340673660000014	0.97940337749063	0.02059662250937	13	0
3+Precise	50	1.0	0.0296803370000002	0.9813816980961004	0.0186183019038996	13	0
3+Precise	50	1.0	0.2429667210000001	0.9709499865806775	0.0290500134193223	13	0
3+Precise	50	1.0	0.6308713649999991	0.9656840550072696	0.0343159449927303	15	0
3+Precise	50	1.0	0.2320232019999988	0.969352410018618	0.0306475899813819	14	0
3+Precise	50	1.0	0.4174672039999993	0.9781594613627118	0.0218405386372881	12	0
3+Precise	50	1.0	0.6127525860000009	0.9816945612130962	0.0183054387869038	13	0
3+Precise	50	1.0	0.032746372	0.971012510738227	0.0289874892617729	14	0
3+Precise	50	1.0	0.4358391380000004	0.968128781111271	0.031871218888729	15	0
3+Precise	50	0.9487179487179488	0.0336745320000009	0.9686250311807556	0.0313749688192444	14	0
3+Precise	50	1.0	0.033430332	0.9796649966660578	0.0203350033339422	12	0
3+Precise	50	0.95	0.2478076070000003	0.982797854109968	0.0172021458900321	11	0
3+Precise	50	1.0	0.0354129640000007	0.9602577262347948	0.0397422737652051	14	0
3+Precise	50	1.0	0.2383208620000001	0.9641167262688988	0.0358832737311011	14	0
3+Precise	50	1.0	0.4275180299999999	0.9660413725017072	0.0339586274982928	15	0
3+Precise	50	1.0	0.0339586530000008	0.9641656364629296	0.0358343635370702	13	0
3+Precise	50	1.0	0.0358010649999993	0.9714553989704688	0.0285446010295311	17	0
3+Precise	50	1.0	0.2343166249999999	0.9707770671839396	0.0292229328160604	12	0
3+Precise	50	1.0	0.0322143609999994	0.9696015690734088	0.0303984309265913	15	0
3+Precise	50	0.925	0.4268523230000003	0.9753888675446593	0.0246111324553407	14	0
3+Precise	50	1.0	0.4119654599999993	0.9709322216715432	0.0290677783284567	12	0
3+Precise	50	1.0	0.2313672100000001	0.96876693464384	0.0312330653561598	15	0
3+Precise	50	1.0	0.0305488079999989	0.9777137771018029	0.0222862228981972	15	0
3+Precise	50	1.0	0.0343802130000003	0.9683667829926246	0.0316332170073754	14	0
3+Precise	50	1.0	0.0299713169999993	0.9744461874459178	0.0255538125540821	10	0
3+Precise	50	1.0	0.2335025609999999	0.9605239400130796	0.0394760599869203	16	0
3+Precise	50	0.975	0.2264018459999999	0.9734565095322038	0.0265434904677962	13	0
3+Precise	50	0.975609756097561	0.0319745009999987	0.9731656580926826	0.0268343419073173	14	0
3+Precise	50	1.0	0.0316336989999985	0.9616589619352072	0.0383410380647929	13	0
3+Precise	50	0.9743589743589745	0.4168228159999998	0.9700583896724836	0.0299416103275163	12	0
3+Precise	50	1.0	0.0332415419999989	0.9536549088593698	0.0463450911406302	13	0
3+Precise	50	0.975609756097561	0.2302833940000006	0.9814859751627522	0.0185140248372478	10	0
3+Precise	50	0.975609756097561	0.0293438370000007	0.9795589327607448	0.0204410672392553	14	0
3+Precise	50	1.0	0.0331961520000003	0.9800023797646722	0.0199976202353278	15	0
3+Precise	50	1.0	0.2258638719999997	0.9636385199344808	0.0363614800655193	13	0
3+Precise	50	1.0	0.6125751830000006	0.9709110107747472	0.0290889892252527	16	0
3+Precise	50	1.0	0.0325969910000019	0.9767690033112878	0.0232309966887122	13	0
3+Precise	50	1.0	0.0324677420000014	0.967560205392182	0.0324397946078179	14	0
3+Precise	50	0.9736842105263158	0.6093544669999993	0.9839978390159484	0.0160021609840514	12	0
3+Precise	50	0.975	0.0309284789999999	0.975648033530346	0.0243519664696538	14	0
3+Precise	50	1.0	0.4141371159999991	0.9624843611856594	0.0375156388143406	12	0
3+Precise	50	1.0	0.2279891889999987	0.9726527981534976	0.0273472018465025	15	0
3+Precise	50	1.0	0.0326413509999987	0.9739376383582224	0.0260623616417775	11	0
3+Precise	50	0.945945945945946	0.0302981780000024	0.9836628101164342	0.0163371898835658	13	0
3+Precise	50	1.0	0.4149371159999973	0.9724739245236542	0.0275260754763457	15	0
